GEOID,NAME,metro_state,POP,DENSITY
1301696,"Alpharetta city, Georgia","Alpharetta, GA",67213,2498.5306199
1347896,"Lula city, Georgia","Lula, GA",2961,698.74757414
1344312,"LaFayette city, Georgia","LaFayette, GA",7339,907.64384765
1316656,"Clayton city, Georgia","Clayton, GA",2193,647.39279131
1303440,"Athens-Clarke County unified government (balance), Georgia","Athens-Clarke County, GA",126913,1090.9841612
1331908,"Gainesville city, Georgia","Gainesville, GA",43232,1312.0230621
1321184,"Dacula city, Georgia","Dacula, GA",6350,1183.2627814
1380984,"Waynesboro city, Georgia","Waynesboro, GA",5363,980.02642622
1312400,"Cairo city, Georgia","Cairo, GA",9369,958.08778411
1312260,"Byron city, Georgia","Byron, GA",5226,596.07768607
1325300,"East Dublin city, Georgia","East Dublin, GA",2398,568.47084112
1322052,"Decatur city, Georgia","Decatur, GA",25696,5793.0485373
1364372,"Register town, Georgia","Register, GA",189,242.84462159
1367284,"Roswell city, Georgia","Roswell, GA",94763,2327.256346
1347560,"Louisville city, Georgia","Louisville, GA",2215,614.0631994
1327344,"Emerson city, Georgia","Emerson, GA",1596,184.87123718
1317496,"Cohutta city, Georgia","Cohutta, GA",637,135.9457467
1301472,"Allenhurst city, Georgia","Allenhurst, GA",716,653.91398765
1352668,"Moreland town, Georgia","Moreland, GA",444,491.54747467
1312344,"Cadwell town, Georgia","Cadwell, GA",540,430.86304862
1370428,"Shiloh city, Georgia","Shiloh, GA",486,221.9911019
1305036,"Ball Ground city, Georgia","Ball Ground, GA",2195,344.60400921
1336220,"Hamilton city, Georgia","Hamilton, GA",1117,327.2253425
1375888,"Tennille city, Georgia","Tennille, GA",2123,1198.8784519
1373816,"Stone Mountain city, Georgia","Stone Mountain, GA",6281,3817.1200952
1368516,"Sandy Springs city, Georgia","Sandy Springs, GA",109452,2906.7969148
1335716,"Grovetown city, Georgia","Grovetown, GA",15152,2871.1611192
1322752,"Dexter town, Georgia","Dexter, GA",562,732.2198531
1309040,"Blythe city, Georgia","Blythe, GA",711,249.30247647
1352500,"Montrose town, Georgia","Montrose, GA",212,131.32453224
1369784,"Shady Dale town, Georgia","Shady Dale, GA",236,269.06940662
1376224,"Thomasville city, Georgia","Thomasville, GA",18518,1233.6477385
1375160,"Sylvania city, Georgia","Sylvania, GA",2463,493.16636325
1324768,"Dunwoody city, Georgia","Dunwoody, GA",49356,3786.8617243
1372780,"Springfield city, Georgia","Springfield, GA",4084,1327.0327093
1371604,"Snellville city, Georgia","Snellville, GA",20077,1917.4414662
1368600,"Santa Claus city, Georgia","Santa Claus, GA",159,862.42893583
1361684,"Plainville city, Georgia","Plainville, GA",318,440.30178149
1362104,"Pooler city, Georgia","Pooler, GA",25694,929.29178612
1316796,"Clermont town, Georgia","Clermont, GA",1039,351.89994525
1313688,"Cartersville city, Georgia","Cartersville, GA",21760,750.39825787
1304644,"Avondale Estates city, Georgia","Avondale Estates, GA",3129,2555.8697124
1339720,"Homer town, Georgia","Homer, GA",1220,126.64465812
1356644,"Nunez city, Georgia","Nunez, GA",145,109.83933346
1339524,"Holly Springs city, Georgia","Holly Springs, GA",15442,2200.7997519
1371282,"Sky Valley city, Georgia","Sky Valley, GA",273,89.897758134
1342604,"Jonesboro city, Georgia","Jonesboro, GA",4962,1962.9911431
1319616,"Cordele city, Georgia","Cordele, GA",10521,1037.8182326
1315984,"Chickamauga city, Georgia","Chickamauga, GA",3256,1150.2604321
1310944,"Brookhaven city, Georgia","Brookhaven, GA",55554,4783.8064874
1320316,"Crawfordville city, Georgia","Crawfordville, GA",473,151.8393879
1351352,"Midway city, Georgia","Midway, GA",2061,319.89892543
1354656,"Newborn town, Georgia","Newborn, GA",783,490.92571167
1375300,"Tallapoosa city, Georgia","Tallapoosa, GA",3185,317.60658937
1362244,"Porterdale city, Georgia","Porterdale, GA",1478,621.37678769
1351072,"Metter city, Georgia","Metter, GA",3942,525.736814
1319168,"Concord city, Georgia","Concord, GA",384,460.74563532
1302256,"Andersonville city, Georgia","Andersonville, GA",221,160.18429661
1336052,"Hahira city, Georgia","Hahira, GA",3029,1125.4781841
1317328,"Cochran city, Georgia","Cochran, GA",4993,1060.1850862
1331320,"Franklin Springs city, Georgia","Franklin Springs, GA",1192,546.9880589
1320288,"Crawford city, Georgia","Crawford, GA",836,717.67387258
1358744,"Oxford city, Georgia","Oxford, GA",2346,1089.4142029
1338348,"Higgston town, Georgia","Higgston, GA",312,99.20207028
1364960,"Riceboro city, Georgia","Riceboro, GA",778,69.967817544
1355440,"Nicholls city, Georgia","Nicholls, GA",3333,1804.9859215
1367256,"Rossville city, Georgia","Rossville, GA",4009,2219.8106297
1344592,"Lakeland city, Georgia","Lakeland, GA",3282,1063.0472587
1314920,"Centerville city, Georgia","Centerville, GA",7884,1989.6887568
1315508,"Chatsworth city, Georgia","Chatsworth, GA",4290,806.773156
1348232,"Lyons city, Georgia","Lyons, GA",4233,528.41579233
1304252,"Austell city, Georgia","Austell, GA",7170,1208.2639068
1300576,"Adel city, Georgia","Adel, GA",5336,611.51683794
1342800,"Junction City town, Georgia","Junction City, GA",161,68.48994212
1333392,"Glenwood city, Georgia","Glenwood, GA",651,349.67450085
1321072,"Cuthbert city, Georgia","Cuthbert, GA",3417,1121.9828918
1342156,"Jenkinsburg city, Georgia","Jenkinsburg, GA",376,288.84381795
1380676,"Warwick city, Georgia","Warwick, GA",386,475.30329667
1327932,"Eton city, Georgia","Eton, GA",902,717.16936803
1339076,"Hiram city, Georgia","Hiram, GA",4223,1062.57327
1311504,"Broxton city, Georgia","Broxton, GA",1196,368.42640055
1319392,"Coolidge city, Georgia","Coolidge, GA",529,647.7973257
1338964,"Hinesville city, Georgia","Hinesville, GA",33273,1831.4960401
1335324,"Griffin city, Georgia","Griffin, GA",22813,1637.079315
1377540,"Trion town, Georgia","Trion, GA",1893,493.69065083
1300660,"Adrian city, Georgia","Adrian, GA",668,485.87678064
1375832,"Temple city, Georgia","Temple, GA",4795,704.18247789
1317272,"Cobbtown city, Georgia","Cobbtown, GA",357,533.8189777
1352416,"Monticello city, Georgia","Monticello, GA",2719,653.4469966
1325552,"Eastman city, Georgia","Eastman, GA",5067,786.34383538
1302592,"Aragon city, Georgia","Aragon, GA",1336,1227.8339636
1353172,"Mountain Park city, Georgia","Mountain Park, GA",568,1230.4372057
1347952,"Lumber City city, Georgia","Lumber City, GA",1257,652.79871751
1302928,"Arlington city, Georgia","Arlington, GA",1326,331.7587474
1362216,"Portal town, Georgia","Portal, GA",692,345.77277684
1364512,"Reidsville city, Georgia","Reidsville, GA",2645,349.40777873
1349196,"Madison city, Georgia","Madison, GA",4210,482.98009744
1307248,"Berkeley Lake city, Georgia","Berkeley Lake, GA",2147,1228.9082701
1379388,"Vidalia city, Georgia","Vidalia, GA",10402,581.62981395
1346384,"Lilly city, Georgia","Lilly, GA",197,327.27732204
1301052,"Albany city, Georgia","Albany, GA",72130,1309.9060996
1324488,"Dudley city, Georgia","Dudley, GA",561,164.5899661
1324796,"Du Pont town, Georgia","Du Pont, GA",117,149.47582148
1315172,"Chamblee city, Georgia","Chamblee, GA",30307,3934.06224
1374964,"Swainsboro city, Georgia","Swainsboro, GA",7542,599.58871305
1310132,"Bremen city, Georgia","Bremen, GA",6638,626.08203289
1341400,"Irwinton city, Georgia","Irwinton, GA",555,176.47208875
1368740,"Sardis city, Georgia","Sardis, GA",960,620.05720792
1383168,NA,"NA, GA",NA,NA
1312834,NA,"NA, GA",NA,NA
1336472,"Hapeville city, Georgia","Hapeville, GA",6534,2715.7194951
1378744,"Uvalda city, Georgia","Uvalda, GA",582,307.50263893
1350036,NA,"NA, GA",NA,NA
1361544,"Pitts city, Georgia","Pitts, GA",293,365.73306428
1304896,"Bainbridge city, Georgia","Bainbridge, GA",12081,651.81368075
1311616,"Buchanan city, Georgia","Buchanan, GA",1176,789.53612697
1361040,"Pine Lake city, Georgia","Pine Lake, GA",754,3165.3617703
1325720,"East Point city, Georgia","East Point, GA",34875,2374.9399303
1379948,"Waleska city, Georgia","Waleska, GA",964,610.38716967
1347196,"Loganville city, Georgia","Loganville, GA",12880,1754.780754
1327988,"Euharlee city, Georgia","Euharlee, GA",4367,808.09951565
1354572,"Nelson city, Georgia","Nelson, GA",1377,903.62153542
1308928,"Blue Ridge city, Georgia","Blue Ridge, GA",1461,545.80252133
1335240,NA,"NA, GA",NA,NA
1374628,NA,"NA, GA",NA,NA
1355944,NA,"NA, GA",NA,NA
1343580,NA,"NA, GA",NA,NA
1368805,NA,"NA, GA",NA,NA
1344956,NA,"NA, GA",NA,NA
1323200,NA,"NA, GA",NA,NA
1369868,NA,"NA, GA",NA,NA
1334428,"Grantville city, Georgia","Grantville, GA",3296,568.91095324
1345768,"Leesburg city, Georgia","Leesburg, GA",3055,618.94722358
1337910,NA,"NA, GA",NA,NA
1368040,NA,"NA, GA",NA,NA
1336416,NA,"NA, GA",NA,NA
1352332,NA,"NA, GA",NA,NA
1356168,NA,"NA, GA",NA,NA
1356112,NA,"NA, GA",NA,NA
1369392,NA,"NA, GA",NA,NA
1344900,NA,"NA, GA",NA,NA
1328632,NA,"NA, GA",NA,NA
1341347,NA,"NA, GA",NA,NA
1307612,"Bethlehem town, Georgia","Bethlehem, GA",725,290.90939372
1383420,"Winder city, Georgia","Winder, GA",17937,1313.6203188
1342425,"Johns Creek city, Georgia","Johns Creek, GA",84579,2744.8825337
1351670,"Milton city, Georgia","Milton, GA",39587,1027.1782755
1301948,"Alto town, Georgia","Alto, GA",1198,1056.6764215
1332860,"Gillsville city, Georgia","Gillsville, GA",240,216.08060094
1330424,"Folkston city, Georgia","Folkston, GA",5037,1201.7342232
1345600,"Leary city, Georgia","Leary, GA",559,174.26368908
1360340,"Perry city, Georgia","Perry, GA",17894,668.76647606
1337564,"Hazlehurst city, Georgia","Hazlehurst, GA",4137,874.07779281
1301248,"Aldora town, Georgia","Aldora, GA",109,456.42834716
1305344,"Barnesville city, Georgia","Barnesville, GA",6659,1096.2784297
1330088,"Flemington city, Georgia","Flemington, GA",717,150.44945516
1335800,"Gumbranch city, Georgia","Gumbranch, GA",265,328.30905345
1332048,"Garden City city, Georgia","Garden City, GA",8713,607.40265602
1376364,"Thunderbolt town, Georgia","Thunderbolt, GA",2623,1935.935537
1378036,"Tybee Island city, Georgia","Tybee Island, GA",3063,1049.2564588
1300436,"Adairsville city, Georgia","Adairsville, GA",4963,530.56770356
1343668,"Kingston city, Georgia","Kingston, GA",679,539.44577327
1364736,"Resaca town, Georgia","Resaca, GA",803,290.5463843
1312456,"Calhoun city, Georgia","Calhoun, GA",17271,1105.6336142
1362328,"Port Wentworth city, Georgia","Port Wentworth, GA",9641,588.12717519
1375188,"Sylvester city, Georgia","Sylvester, GA",5776,880.55312109
1366276,"Rockmart city, Georgia","Rockmart, GA",4433,785.68757923
1364932,"Rhine town, Georgia","Rhine, GA",375,119.64294315
1309544,"Bowdon city, Georgia","Bowdon, GA",2100,617.75033571
1382720,"Whitesburg city, Georgia","Whitesburg, GA",611,220.67517834
1319336,"Conyers city, Georgia","Conyers, GA",16256,1391.7821028
1365044,"Richmond Hill city, Georgia","Richmond Hill, GA",13839,587.75238809
1309068,"Bogart town, Georgia","Bogart, GA",1206,481.53323616
1383728,"Winterville city, Georgia","Winterville, GA",1237,472.20598743
1373256,"Statesboro city, Georgia","Statesboro, GA",32954,2213.2377073
1330816,"Fort Gaines city, Georgia","Fort Gaines, GA",963,201.6575981
1341792,"Jakin city, Georgia","Jakin, GA",146,117.71675873
1381128,"Webster County unified government, Georgia","Webster County unified government, GA",2607,12.452439924
1306016,"Baxley city, Georgia","Baxley, GA",4659,582.6124888
1343360,"Keysville city, Georgia","Keysville, GA",332,315.06626542
1351240,"Midville city, Georgia","Midville, GA",254,127.64128957
1336696,"Harlem city, Georgia","Harlem, GA",3371,534.60564534
1336528,"Haralson town, Georgia","Haralson, GA",192,246.84000149
1358884,"Palmetto city, Georgia","Palmetto, GA",4851,409.15722383
1369980,"Sharpsburg town, Georgia","Sharpsburg, GA",361,372.54001998
1377764,"Turin town, Georgia","Turin, GA",347,217.57033575
1312932,"Canon city, Georgia","Canon, GA",785,251.48708889
1341596,"Jackson city, Georgia","Jackson, GA",5239,861.89372121
1345460,"Lavonia city, Georgia","Lavonia, GA",2200,485.24414928
1350008,"Martin town, Georgia","Martin, GA",383,152.54887832
1316600,"Claxton city, Georgia","Claxton, GA",2204,1267.8122548
1337144,"Hartwell city, Georgia","Hartwell, GA",4437,880.68635063
1302648,"Arcade city, Georgia","Arcade, GA",1972,214.67682155
1340056,"Hoschton city, Georgia","Hoschton, GA",2180,451.26008381
1350484,"Maysville town, Georgia","Maysville, GA",2103,457.43149493
1311784,"Buford city, Georgia","Buford, GA",15522,888.58718457
1357260,"Oakwood city, Georgia","Oakwood, GA",4156,738.42301868
1364792,"Rest Haven town, Georgia","Rest Haven, GA",63,323.26232373
1382132,"West Point city, Georgia","West Point, GA",3737,319.53652
1355468,"Nicholson city, Georgia","Nicholson, GA",1869,470.20408446
1360032,"Pendergrass town, Georgia","Pendergrass, GA",562,185.06128469
1349100,"McRae-Helena city, Georgia","McRae-Helena, GA",8277,1286.1223661
1326980,"Ellaville city, Georgia","Ellaville, GA",1867,590.76396222
1316460,"Clarkesville city, Georgia","Clarkesville, GA",1821,740.94601932
1319728,"Cornelia city, Georgia","Cornelia, GA",4683,1126.6619686
1322304,"Demorest city, Georgia","Demorest, GA",2125,947.36417665
1353284,"Mount Airy town, Georgia","Mount Airy, GA",1265,522.8644137
1321632,"Danielsville city, Georgia","Danielsville, GA",594,410.92396004
1349532,"Manchester city, Georgia","Manchester, GA",3970,495.43100476
1368208,"Sandersville city, Georgia","Sandersville, GA",5399,419.46683677
1351408,"Milan city, Georgia","Milan, GA",657,211.09718569
1349756,"Marietta city, Georgia","Marietta, GA",60867,2600.4813977
1332188,"Garfield city, Georgia","Garfield, GA",201,254.98288302
1356308,"North High Shoals town, Georgia","North High Shoals, GA",721,298.00952861
1380788,"Watkinsville city, Georgia","Watkinsville, GA",2936,899.33861458
1370120,"Shellman city, Georgia","Shellman, GA",933,296.2499988
1347784,"Ludowici city, Georgia","Ludowici, GA",2283,981.23009646
1347980,"Lumpkin city, Georgia","Lumpkin, GA",1266,800.0831598
1377988,"Twin City city, Georgia","Twin City, GA",1701,475.98011276
1332412,"Geneva town, Georgia","Geneva, GA",96,122.00935979
1383952,"Woodland city, Georgia","Woodland, GA",353,449.57883365
1359500,"Patterson city, Georgia","Patterson, GA",755,286.3358737
1352108,"Molena city, Georgia","Molena, GA",400,213.63289368
1321240,"Dahlonega city, Georgia","Dahlonega, GA",7294,829.0306436
1333980,"Gordon city, Georgia","Gordon, GA",1857,345.04430171
1359735,"Peachtree Corners city, Georgia","Peachtree Corners, GA",43905,2724.9858666
1322472,"De Soto city, Georgia","De Soto, GA",173,212.12836365
1321716,"Darien city, Georgia","Darien, GA",1921,90.76331385
1374572,"Sunny Side city, Georgia","Sunny Side, GA",140,709.09174821
1342100,"Jeffersonville city, Georgia","Jeffersonville, GA",939,256.88156518
1333336,"Glennville city, Georgia","Glennville, GA",5020,710.00990714
1371772,"Soperton city, Georgia","Soperton, GA",3148,715.09017156
1310860,"Bronwood town, Georgia","Bronwood, GA",367,464.32107194
1368796,"Sasser town, Georgia","Sasser, GA",255,326.5352543
1365856,"Roberta city, Georgia","Roberta, GA",973,653.40619612
1385128,"Zebulon city, Georgia","Zebulon, GA",1228,255.29990356
1380480,"Warm Springs city, Georgia","Warm Springs, GA",405,269.84010944
1330732,"Forsyth city, Georgia","Forsyth, GA",4130,701.5380194
1304392,"Avalon town, Georgia","Avalon, GA",215,121.72142899
1358296,"Orchard Hill town, Georgia","Orchard Hill, GA",232,652.65139882
1301612,"Alma city, Georgia","Alma, GA",3380,554.59137674
1343640,"Kingsland city, Georgia","Kingsland, GA",17949,401.48587551
1383868,"Woodbine city, Georgia","Woodbine, GA",1352,538.45241973
1363224,"Quitman city, Georgia","Quitman, GA",3652,884.83975879
1327596,"Enigma town, Georgia","Enigma, GA",1350,415.03128863
1354264,"Nashville city, Georgia","Nashville, GA",4851,1042.8649952
1327008,"Ellenton town, Georgia","Ellenton, GA",282,356.50300358
1355860,"Norman Park city, Georgia","Norman Park, GA",962,312.44921426
1328744,"Fargo city, Georgia","Fargo, GA",316,115.15549004
1339748,"Homerville city, Georgia","Homerville, GA",2350,672.79137921
1359808,"Pearson city, Georgia","Pearson, GA",2042,609.11100073
1382972,"Willacoochee city, Georgia","Willacoochee, GA",1354,354.44621926
1321017,"Cusseta-Chattahoochee County unified government, Georgia","Cusseta-Chattahoochee County unified government, GA",10907,43.849500395
1338866,NA,"NA, GA",NA,NA
1373784,"Stonecrest city, Georgia","Stonecrest, GA",54903,1467.9905485
1365324,"Ringgold city, Georgia","Ringgold, GA",3630,738.15881452
1323872,"Douglas city, Georgia","Douglas, GA",11695,810.06276013
1307640,"Between town, Georgia","Between, GA",373,315.75649569
1333896,"Good Hope city, Georgia","Good Hope, GA",300,162.83555649
1362524,"Powder Springs city, Georgia","Powder Springs, GA",15758,2140.8691632
1352192,"Monroe city, Georgia","Monroe, GA",13673,872.13810037
1357232,"Oak Park town, Georgia","Oak Park, GA",470,66.507067904
1376476,"Tifton city, Georgia","Tifton, GA",16838,1334.9017594
1336920,"Harrison town, Georgia","Harrison, GA",442,258.87088733
1365156,"Riddleville town, Georgia","Riddleville, GA",88,114.83728823
1345936,"Lenox town, Georgia","Lenox, GA",850,533.35819039
1372556,"Sparks town, Georgia","Sparks, GA",2013,507.65011203
1317776,"College Park city, Georgia","College Park, GA",15159,1367.2864644000001
1364680,"Rentz city, Georgia","Rentz, GA",285,271.45636102
1357428,"Ocilla city, Georgia","Ocilla, GA",3732,1466.3345208
1331292,"Franklin city, Georgia","Franklin, GA",971,302.47520251
1334512,"Gray city, Georgia","Gray, GA",3274,832.27428355
1375496,"Tarrytown town, Georgia","Tarrytown, GA",85,99.1445919
1344508,"Lake City city, Georgia","Lake City, GA",2829,1531.4241871
1347616,"Lovejoy city, Georgia","Lovejoy, GA",6840,2349.4534309
1353004,"Morrow city, Georgia","Morrow, GA",7192,2132.9862133
1305680,"Bartow town, Georgia","Bartow, GA",250,221.38541756
1373004,"Stapleton city, Georgia","Stapleton, GA",393,225.36314927
1309488,"Bostwick city, Georgia","Bostwick, GA",395,126.40637989
1300996,"Alamo town, Georgia","Alamo, GA",3317,1692.9910948
1310608,"Brinson town, Georgia","Brinson, GA",202,98.981550463
1304840,"Baconton city, Georgia","Baconton, GA",827,423.73094099
1337396,"Hawkinsville city, Georgia","Hawkinsville, GA",5270,981.28944905
1341344,"Iron City town, Georgia","Iron City, GA",289,361.91906429
1337788,"Helen city, Georgia","Helen, GA",560,258.38983054
1380704,"Washington city, Georgia","Washington, GA",3963,514.81778502
1332748,"Gibson city, Georgia","Gibson, GA",631,615.84677034
1351968,"Mitchell town, Georgia","Mitchell, GA",189,127.83337268
1357372,"Ochlocknee town, Georgia","Ochlocknee, GA",680,734.10736474
1361320,"Pineview town, Georgia","Pineview, GA",489,250.88063113
1347140,"Locust Grove city, Georgia","Locust Grove, GA",8243,720.72394767
1365464,"Riverdale city, Georgia","Riverdale, GA",15594,3528.9605908
1334876,"Greensboro city, Georgia","Greensboro, GA",3304,490.86433126
1378380,"Union Point city, Georgia","Union Point, GA",1899,990.39030791
1382692,"White Plains city, Georgia","White Plains, GA",342,68.452357045
1369448,"Screven city, Georgia","Screven, GA",771,357.48639439
1324600,"Duluth city, Georgia","Duluth, GA",29609,2897.0223741
1355776,"Norcross city, Georgia","Norcross, GA",16592,2720.7887035
1380956,"Waycross city, Georgia","Waycross, GA",13480,1135.1703514
1340812,"Ideal city, Georgia","Ideal, GA",439,383.63900563
1336668,NA,"NA, GA",NA,NA
1319830,NA,"NA, GA",NA,NA
1325440,NA,"NA, GA",NA,NA
1328296,NA,"NA, GA",NA,NA
1375239,NA,"NA, GA",NA,NA
1375272,"Talking Rock town, Georgia","Talking Rock, GA",71,47.722274746
1323536,"Doraville city, Georgia","Doraville, GA",10265,2091.2763481
1374376,"Summerville city, Georgia","Summerville, GA",4243,1057.1658239
1327092,"Ellijay city, Georgia","Ellijay, GA",1714,483.57417224
1351744,NA,"NA, GA",NA,NA
1315844,NA,"NA, GA",NA,NA
1384832,NA,"NA, GA",NA,NA
1331068,NA,"NA, GA",NA,NA
1320550,NA,"NA, GA",NA,NA
1350176,NA,"NA, GA",NA,NA
1312484,NA,"NA, GA",NA,NA
1366220,NA,"NA, GA",NA,NA
1312960,NA,"NA, GA",NA,NA
1360312,NA,"NA, GA",NA,NA
1327512,NA,"NA, GA",NA,NA
1369728,NA,"NA, GA",NA,NA
1368880,NA,"NA, GA",NA,NA
1361628,"Plains city, Georgia","Plains, GA",716,879.50643754
1322976,"Dillard city, Georgia","Dillard, GA",377,214.09834497
1354124,"Nahunta city, Georgia","Nahunta, GA",1141,404.71427822
