GEOID,metro_state,POP
1334876,"Greensboro, GA",3304
1378380,"Union Point, GA",1899
1382692,"White Plains, GA",342
1369448,"Screven, GA",771
1324600,"Duluth, GA",29609
1355776,"Norcross, GA",16592
1380956,"Waycross, GA",13480
1340812,"Ideal, GA",439
1336668,"Hardwick, GA",NA
1319830,"Country Club Estates, GA",NA
1325440,"East Griffin, GA",NA
1328296,"Experiment, GA",NA
1375239,"Talahi Island, GA",NA
1375272,"Talking Rock, GA",71
1323536,"Doraville, GA",10265
1374376,"Summerville, GA",4243
1327092,"Ellijay, GA",1714
1351744,"Mineral Bluff, GA",NA
1315844,"Cherry Log, GA",NA
1384832,"Yonah, GA",NA
1331068,"Fort Stewart, GA",NA
1320550,"Crooked Creek, GA",NA
1350176,"Matthews, GA",NA
1312484,"Calvary, GA",NA
1366220,"Rockingham, GA",NA
1312960,"Canoochee, GA",NA
1360312,"Perkins, GA",NA
1327512,"Empire, GA",NA
1369728,"Seville, GA",NA
1368880,"Sautee-Nacoochee, GA",NA
1361628,"Plains, GA",716
1322976,"Dillard, GA",377
1354124,"Nahunta, GA",1141
1311728,"Buena Vista, GA",2053
1308284,"Blackshear, GA",3527
1328492,"Fairmount, GA",736
1359724,"Peachtree City, GA",36223
1341708,"Jacksonville, GA",133
1321744,"Dasher, GA",1015
1330536,"Forest Park, GA",20020
1371660,"Social Circle, GA",4544
1379864,"Wadley, GA",1858
1317552,"Colbert, GA",598
1353186,"Mountain Park, GA",NA
1377736,"Tunnel Hill, GA",910
1346524,"Lincoln Park, GA",NA
1368129,"Salem, GA",NA
1374768,"Sunset Village, GA",NA
1326224,"Edge Hill, GA",23
1335016,"Greenville, GA",845
1325356,"East Ellijay, GA",569
1363560,"Ranger, GA",136
1315585,"Chattanooga Valley, GA",NA
1346552,"Lincolnton, GA",1503
1316824,"Cleveland, GA",4165
1328520,"Fair Oaks, GA",NA
1302536,"Appling, GA",NA
1364288,"Reed Creek, GA",NA
1356560,"Norwood, GA",222
1352556,"Moody AFB, GA",NA
1321436,"Damascus, GA",224
1363084,"Putney, GA",NA
1360004,"Pembroke, GA",2626
1378156,"Unadilla, GA",3525
1341036,"Indian Springs, GA",NA
1338040,"Hephzibah, GA",3944
1384512,"Wrightsville, GA",3618
1353116,"Mountain City, GA",1108
1313212,"Carlton, GA",260
1346356,"Lilburn, GA",12810
1332482,"Georgetown, GA",NA
1379444,"Vienna, GA",3549
1326616,"Elberton, GA",4329
1380256,"Walthourville, GA",4115
1321800,"Davisboro, GA",1958
1302564,"Arabi, GA",564
1375664,"Taylorsville, GA",224
1312624,"Camilla, GA",5012
1384288,"Woolsey, GA",167
1348288,"Mableton, GA",NA
1374936,"Suwanee, GA",20907
1314108,"Cave Spring, GA",1070
1365968,"Robins AFB, GA",NA
1341484,"Isle of Hope, GA",NA
1315026,"Centralhatchee, GA",377
1359080,"Panthersville, GA",NA
1309272,"Bonanza, GA",NA
1382636,"Whitemarsh Island, GA",NA
1346188,"Lexington, GA",228
1331096,"Fort Valley, GA",8962
1311560,"Brunswick, GA",16256
1309656,"Bowersville, GA",485
1336024,"Hagan, GA",965
1346832,"Lithia Springs, GA",NA
1341540,"Ivey, GA",914
1365296,"Rincon, GA",10361
1382468,"White, GA",725
1373620,"Stillmore, GA",518
1326156,"Echols County, GA",4006
1314472,"Cedar Springs, GA",NA
1340196,"Howard, GA",NA
1379808,"Waco, GA",524
1363952,"Redan, GA",NA
1303236,"Ashburn, GA",3704
1334596,"Grayson, GA",4452
1306884,"Belvedere Park, GA",NA
1342268,"Jesup, GA",9841
1371184,"Skidaway Island, GA",NA
1359976,"Pelham, GA",3466
1369672,"Senoia, GA",4412
1376112,"The Rock, GA",NA
1322080,"Deenwood, GA",NA
1352304,"Montezuma, GA",2952
1314500,"Cedartown, GA",9997
1374432,"Sumner, GA",424
1353620,"Mount Zion, GA",1813
1383896,"Woodbury, GA",902
1308844,"Bloomingdale, GA",2686
1338920,"Hiltonia, GA",324
1338105,"Heron Bay, GA",NA
1364876,"Reynolds, GA",960
1335884,"Guyton, GA",2226
1363588,"Raoul, GA",NA
1321912,"Dawson, GA",4126
1376280,"Thomson, GA",6528
1338124,"Hiawassee, GA",911
1340532,"Hull, GA",201
1376168,"Thomaston, GA",8752
1311056,"Brooks, GA",559
1328044,"Evans, GA",NA
1311000,"Brooklet, GA",1815
1346580,"Lindale, GA",NA
1324964,"Eagle Grove, GA",NA
1375580,"Tate City, GA",NA
1313352,"Carnesville, GA",601
1375412,"Talmo, GA",257
1325692,"East Newnan, GA",NA
1361124,"Pine Mountain, GA",1417
1328380,"Fairburn, GA",16768
1380228,"Walnut Grove, GA",1357
1344060,"Knoxville, GA",NA
1344704,"Lake Park, GA",1207
1375244,"Talbotton, GA",848
1351604,"Milner, GA",654
1380592,"Warrenton, GA",1720
1324264,"Druid Hills, GA",NA
1339244,"Hogansville, GA",3128
1301500,"Allentown, GA",154
1384456,"Wrens, GA",1939
1304980,"Baldwin, GA",3414
1345488,"Lawrenceville, GA",30834
1319280,"Conley, GA",NA
1339692,"Homeland, GA",941
1304140,"Auburn, GA",7660
1580900,"Whitmore Village, HI",NA
1507450,"Ewa Beach, HI",NA
1511500,"Hanalei, HI",NA
1549425,"Manele, HI",NA
1510750,"Haleiwa, HI",NA
1506325,"Eden Roc, HI",NA
1507675,"Fern Forest, HI",NA
1541000,"Kukuihaele, HI",NA
1559300,"Paauilo, HI",NA
1578950,"Wainaku, HI",NA
1530650,"Kaumakani, HI",NA
1546400,"Maalaea, HI",NA
1522250,"Kahuku, HI",NA
1566500,"Punaluu, HI",NA
1578050,"Waimanalo, HI",NA
1580000,"Waipio Acres, HI",NA
1556685,"Ocean Pointe, HI",NA
1508950,"Haena, HI",NA
1570700,"Ualapue, HI",NA
1557650,"Olowalu, HI",NA
1559750,"Pahala, HI",NA
1505900,"Discovery Harbour, HI",NA
1511800,"Hanapepe, HI",NA
1501085,"Ainaloa, HI",NA
1553975,"Nanawale Estates, HI",NA
1500550,"Aiea, HI",NA
1547600,"Makakilo, HI",NA
1515700,"Holualoa, HI",NA
1544150,"Laupahoehoe, HI",NA
1543700,"Lanai City, HI",NA
1507542,"Fern Acres, HI",NA
1521200,"Kahaluu, HI",NA
1532900,"Keaau, HI",NA
1577000,"Wailua, HI",NA
1524850,"Kalaeloa, HI",NA
1559900,"Pahoa, HI",NA
1560350,"Pakala Village, HI",NA
1507470,"Ewa Gentry, HI",NA
1557350,"Olinda, HI",NA
1528850,"Kapaa, HI",NA
1577450,"Wailuku, HI",NA
1525400,"Kalaoa, HI",NA
1552550,"Mokuleia, HI",NA
1575950,"Waikapu, HI",NA
1541600,"Kula, HI",NA
1502200,"Anahola, HI",NA
1539200,"Koloa, HI",NA
1563650,"Pepeekeo, HI",NA
1577750,"Waimalu, HI",NA
1565900,"Pukalani, HI",NA
1536650,"Kilauea, HI",NA
1516160,"Honaunau-Napoopoo, HI",NA
1523150,"Kailua, HI",NA
1514650,"Hilo, HI",NA
1547450,"Makaha, HI",NA
1568815,"Royal Kunia, HI",NA
1547300,"Maili, HI",NA
1526750,"Kalihiwai, HI",NA
1580470,"West Loch Estate, HI",NA
1576250,"Waikele, HI",NA
1506290,"East Honolulu, HI",NA
1551000,"Mililani Mauka, HI",NA
1579550,"Waiohinu, HI",NA
1536050,"Keokea, HI",NA
1548350,"Makena, HI",NA
1544075,"Launiupoko, HI",NA
1547050,"Mahinahina, HI",NA
1551050,"Mililani Town, HI",NA
1562600,"Pearl City, HI",NA
1566800,"Pupukea, HI",NA
1569050,"Schofield Barracks, HI",NA
1547560,"Makaha Valley, HI",NA
1572650,"Wahiawa, HI",NA
1574450,"Waianae, HI",NA
1578200,"Waimanalo Beach, HI",NA
1579700,"Waipahu, HI",NA
1579860,"Waipio, HI",NA
1507485,"Ewa Villages, HI",NA
1512400,"Hauula, HI",NA
1513900,"Heeia, HI",NA
1571550,"Honolulu, HI",345064
1528250,"Kaneohe, HI",NA
1528400,"Kaneohe Station, HI",NA
1575510,"Waihee-Waiehu, HI",NA
1550750,"Maunawili, HI",NA
1500400,"Ahuimanu, HI",NA
1503850,"Captain Cook, HI",NA
1512530,"Hawaiian Ocean View, HI",NA
1544562,"Leilani Estates, HI",NA
1512500,"Hawaiian Beaches, HI",NA
1512600,"Hawaiian Paradise Park, HI",NA
1513600,"Hawi, HI",NA
1558775,"Orchidlands Estates, HI",NA
1533950,"Kealakekua, HI",NA
1542800,"Kurtistown, HI",NA
1553300,"Mountain View, HI",NA
1553600,"Naalehu, HI",NA
1561700,"Paukaa, HI",NA
1565150,"Puako, HI",NA
1507000,"Eleele, HI",NA
1511650,"Hanamaulu, HI",NA
1524950,"Kalaheo, HI",NA
1535600,"Kekaha, HI",NA
1516000,"Honalo, HI",NA
1516450,"Honokaa, HI",NA
1517450,"Honomu, HI",NA
1572350,"Volcano, HI",NA
1576600,"Waikoloa Village, HI",NA
1578500,"Waimea, HI",NA
1512450,"Hawaiian Acres, HI",NA
1544450,"Lawai, HI",NA
1521230,"Kahaluu-Keauhou, HI",NA
1523000,"Kailua, HI",NA
1557800,"Omao, HI",NA
1565750,"Puhi, HI",NA
1577225,"Wailua Homesteads, HI",NA
1578800,"Waimea, HI",NA
1509260,"Haiku-Pauwela, HI",NA
1510900,"Haliimaile, HI",NA
1511350,"Hana, HI",NA
1522700,"Kahului, HI",NA
1531100,"Kaunakakai, HI",NA
1539500,"Kualapuu, HI",NA
1550150,"Maunaloa, HI",NA
1554100,"Napili-Honokowai, HI",NA
1536500,"Kihei, HI",NA
1532700,"Kawela Bay, HI",NA
1548050,"Makawao, HI",NA
1579250,"Wainiha, HI",NA
1543250,"Laie, HI",NA
1530300,"Kapolei, HI",NA
1576925,"Wailea, HI",NA
1510000,"Halawa, HI",NA
1514200,"Hickam Housing, HI",NA
1520000,"Kaanapali, HI",NA
1560200,"Paia, HI",NA
1519550,"Kaaawa, HI",NA
1553900,"Nanakuli, HI",NA
1575800,"Waikane, HI",NA
1580600,"Wheeler AFB, HI",NA
1565075,"Princeville, HI",NA
1509700,"Halaula, HI",NA
1529000,"Kapaau, HI",NA
1545200,"Lihue, HI",NA
1519100,"Iroquois Point, HI",NA
1539400,"Ko Olina, HI",NA
1529725,"Kapalua, HI",NA
1542950,"Lahaina, HI",NA
1561550,"Papaikou, HI",NA
1564550,"Poipu, HI",NA
1574000,"Waialua, HI",NA
1661840,"Peck, ID",196
1613240,"Castleford, ID",250
1663910,"Plummer, ID",1029
1660580,"Paris, ID",521
1677500,"Stites, ID",232
1685420,"Warm River, ID",3
1660040,"Oxford, ID",52
1624310,"Eden, ID",427
1644110,"Kooskia, ID",664
1623680,"East Hope, ID",225
1609730,"Bovill, ID",258
1655450,"Mud Lake, ID",419
1656980,"New Plymouth, ID",1554
1655900,"Murtaugh, ID",172
1680200,"Tensed, ID",121
1644200,"Kootenai, ID",978
1653110,"Minidoka, ID",113
1622780,"Drummond, ID",16
1650230,"Malta, ID",205
1614950,"Clark Fork, ID",579
1660940,"Parma, ID",2147
1619720,"Crouch, ID",183
1671110,"St. Charles, ID",153
1644290,"Kuna, ID",22257
1652120,"Meridian, ID",114161
1622600,"Downey, ID",633
1650140,"Malad City, ID",2137
1628810,"Franklin, ID",835
1603610,"Ashton, ID",1050
1680380,"Teton, ID",740
1683350,"Ucon, ID",1161
1668500,"Roberts, ID",637
1601000,"Albion, ID",276
1634930,"Hansen, ID",1284
1612790,"Carey, ID",645
1625120,"Elk River, ID",122
1627550,"Fernan Lake Village, ID",171
1608830,"Boise City, ID",228959
1639070,"Huetter, ID",112
1663550,"Placerville, ID",57
1611710,"Butte City, ID",68
1604420,"Bancroft, ID",394
1688660,"Yellow Pine, ID",NA
1654370,"Moreland, ID",NA
1660880,"Parkline, ID",NA
1669130,"Rockland, ID",283
1600100,"Aberdeen, ID",1977
1603970,"Atomic City, ID",27
1627460,"Ferdinand, ID",162
1687310,"White Bird, ID",95
1687850,"Winchester, ID",443
1617830,"Conkling Park, ID",NA
1645820,"Lava Hot Springs, ID",432
1634570,"Hamer, ID",104
1652030,"Menan, ID",804
1658330,"Oakley, ID",812
1668860,"Rockford, ID",NA
1658870,"Onaway, ID",188
1646720,"Lewisville, ID",520
1608290,"Blanchard, ID",NA
1664090,"Pocatello, ID",56637
1645370,"Lapwai, ID",1137
1682810,"Twin Falls, ID",50197
1677050,"State Line, ID",49
1657250,"Nezperce, ID",458
1659590,"Osburn, ID",1556
1687040,"Weston, ID",470
1650950,"Marsing, ID",1318
1620350,"Dalton Gardens, ID",2410
1608560,"Bloomington, ID",209
1688480,"Worley, ID",262
1671650,"Salmon, ID",3169
1672100,"Sandpoint, ID",8931
1610810,"Buhl, ID",4507
1685240,"Wardner, ID",176
1661300,"Payette, ID",7727
1656260,"Nampa, ID",99277
1606220,"Bellevue, ID",2456
1675070,"Smelterville, ID",621
1623410,"Eagle, ID",29796
1652660,"Middleton, ID",8466
1612520,"Cambridge, ID",320
1658600,"Oldtown, ID",201
1656890,"New Meadows, ID",537
1649240,"Mackay, ID",501
1634300,"Hagerman, ID",893
1626290,"Fairfield, ID",395
1621790,"Dietrich, ID",341
1632140,"Gooding, ID",3446
1605230,"Basalt, ID",408
1642580,"Kellogg, ID",2136
1664450,"Ponderay, ID",1157
1678040,"Sugar City, ID",1452
1614680,"Chubbuck, ID",15588
1622690,"Driggs, ID",1817
1682360,"Troy, ID",895
1687670,"Wilder, ID",1823
1648790,"McCall, ID",3597
1643030,"Ketchum, ID",2855
1622960,"Dubois, ID",584
1678850,"Sun Valley, ID",1486
1673450,"Shelley, ID",4466
1616750,"Coeur d'Alene, ID",52414
1628990,"Fruitland, ID",5426
1686320,"Wendell, ID",2714
1675970,"Spencer, ID",32
1671470,"St. Maries, ID",2448
1673900,"Shoshone, ID",1502
1654100,"Moore, ID",170
1640510,"Irwin, ID",247
1684250,"Victor, ID",2503
1641320,"Jerome, ID",11994
1635200,"Harrison, ID",216
1640330,"Inkom, ID",902
1665530,"Priest River, ID",1893
1670660,"Rupert, ID",5893
1665260,"Preston, ID",5557
1636460,"Hayden Lake, ID",623
1615490,"Clayton, ID",8
1640600,"Island Park, ID",266
1635830,"Hauser, ID",739
1667960,"Ririe, ID",681
1630160,"Genesee, ID",965
1600280,"Acequia, ID",133
1634030,"Groveland, ID",NA
1603340,"Arimo, ID",364
1625030,"Elk City, ID",NA
1632770,"Grand View, ID",469
1680470,"Tetonia, ID",288
1606670,"Bennington, ID",NA
1608470,"Bliss, ID",305
1603700,"Athol, ID",792
1676060,"Spirit Lake, ID",2533
1659320,"Orofino, ID",3099
1662740,"Pierce, ID",590
1652750,"Midvale, ID",159
1686140,"Weiser, ID",5376
1638080,"Hollister, ID",309
1634390,"Hailey, ID",8689
1655630,"Mullan, ID",692
1663100,"Pinehurst, ID",1626
1684790,"Wallace, ID",782
1636730,"Hazelton, ID",821
1620980,"Declo, ID",369
1639700,"Idaho Falls, ID",62888
1640420,"Iona, ID",2354
1616120,"Clifton, ID",304
1654730,"Mountain Home, ID",14562
1620710,"Dayton, ID",494
1667420,"Rexburg, ID",29400
1625570,"Emmett, ID",7054
1656800,"Newdale, ID",314
1611260,"Burley, ID",10582
1661210,"Paul, ID",1449
1642130,"Juliaetta, ID",601
1654550,"Moscow, ID",25702
1642760,"Kendrick, ID",305
1613150,"Cascade, ID",1025
1622330,"Donnelly, ID",218
1630340,"Georgetown, ID",494
1653920,"Montpelier, ID",2538
1613780,"Challis, ID",1091
1647890,"Lost River, ID",NA
1638170,"Homedale, ID",2720
1648880,"McCammon, ID",831
1638620,"Horseshoe Bend, ID",787
1603160,"Arco, ID",880
1612250,"Caldwell, ID",58481
1633490,"Greenleaf, ID",886
1651850,"Melba, ID",558
1658060,"Notus, ID",638
1632500,"Grace, ID",935
1618640,"Cottonwood, ID",940
1642400,"Kamiah, ID",1244
1667870,"Riggins, ID",416
1667150,"Reubens, ID",64
1619900,"Culdesac, ID",383
1679300,"Sweetwater, ID",NA
1668950,"Rockford Bay, ID",NA
1604600,"Banks, ID",NA
1629710,"Garden Valley, ID",NA
1668545,"Robie Creek, ID",NA
1637500,"Hidden Springs, ID",NA
1675160,"Smiths Ferry, ID",NA
1668230,"Riverside, ID",NA
1647080,"Lincoln, ID",NA
1683170,"Tyhee, ID",NA
1628360,"Fort Hall, ID",NA
1602935,"Arbon Valley, ID",NA
1660760,"Parker, ID",291
1686050,"Weippe, ID",444
1622510,"Dover, ID",874
1639610,"Idaho City, ID",467
1671020,"St. Anthony, ID",3553
1627730,"Filer, ID",2931
1667600,"Richfield, ID",496
1636370,"Hayden, ID",15434
1643570,"Kimberly, ID",4054
1666340,"Rathdrum, ID",9150
1627910,"Firth, ID",499
1637360,"Heyburn, ID",3447
1655270,"Moyie Springs, ID",761
1679120,"Swan Valley, ID",245
1638440,"Hope, ID",102
1601990,"Ammon, ID",17115
1675195,"Soda Springs, ID",3023
1645910,"Leadore, ID",106
1620890,"Deary, ID",516
1621520,"De Smet, ID",NA
1629620,"Garden City, ID",11969
1609370,"Bonners Ferry, ID",2637
1665620,"Princeton, ID",NA
1654820,"Mountain Home AFB, ID",NA
1667780,"Rigby, ID",4292
1664900,"Potlatch, ID",814
1619270,"Craigmont, ID",489
1631690,"Glenns Ferry, ID",1303
1618820,"Council, ID",894
1664810,"Post Falls, ID",36250
1676780,"Stanley, ID",69
1655720,"Murphy, ID",NA
1676870,"Star, ID",10532
1607840,"Blackfoot, ID",12034
1632950,"Grangeville, ID",3237
1601900,"American Falls, ID",4315
1646540,"Lewiston, ID",32788
1648250,"Lowman, ID",NA
1708706,"Brookport, IL",826
1773703,"Sumner, IL",2980
1725414,"Farmer City, IL",1936
1761977,"Prophetstown, IL",1939
1774574,"Taylorville, IL",10360
1729093,"German Valley, IL",425
1756887,"Oswego, IL",36252
1700997,"Alsey, IL",210
1763056,"Reddick, IL",157
1782543,"Winslow, IL",312
1701946,"Arenzville, IL",367
1721098,"Dunfermline, IL",283
1711982,"Cedar Point, IL",256
1707263,"Bonnie, IL",381
1733318,"Hartsburg, IL",307
1783206,"Woodlawn, IL",682
1754781,"Oakland, IL",854
1771643,"Springerton, IL",102
1782309,"Windsor, IL",772
1739038,"Kappa, IL",240
1738778,"Junction, IL",111
1720149,"Dixmoor, IL",3563
1700971,"Alpha, IL",635
1739259,"Keensburg, IL",201
1742249,"Latham, IL",364
1733877,"Hecker, IL",478
1730770,"Grand Tower, IL",564
1731992,"Gulf Port, IL",47
1714000,"Chicago, IL",2693976
1755249,"O'Fallon, IL",29583
1755379,"Ohio, IL",480
1720305,"Dongola, IL",678
1746331,"Manchester, IL",269
1767444,"Sandoval, IL",1214
1721852,"East Gillespie, IL",262
1735814,"Homer, IL",1159
1717055,"Cowden, IL",579
1752311,"New Canton, IL",346
1712008,"Cedarville, IL",689
1777551,"Vermilion, IL",202
1708524,"Brocton, IL",293
1777395,"Varna, IL",347
1772884,"Stonefort, IL",285
1726350,"Flat Rock, IL",307
1751180,"Mount Vernon, IL",14723
1735398,"Hoffman, IL",483
1749867,"Moline, IL",41356
1732018,"Gurnee, IL",30378
1704013,"Bartlett, IL",40647
1783505,"Worden, IL",1041
1728326,"Galesburg, IL",30197
1736568,"Hume, IL",347
1780073,"West City, IL",638
1720526,"Dover, IL",153
1781191,"White City, IL",230
1708420,"Broadlands, IL",337
1772260,"Stanford, IL",598
1715469,"Coleta, IL",152
1742080,"La Prairie, IL",45
1719681,"Detroit, IL",81
1754586,"Oakdale, IL",200
1756978,"Otterville, IL",118
1780008,"West Brooklyn, IL",133
1775263,"Tilden, IL",881
1740091,"Kingston Mines, IL",282
1756003,"Omaha, IL",228
1773638,"Summit, IL",11116
1756640,"Orland Park, IL",57857
1760339,"Plainville, IL",255
1768705,"Sesser, IL",1860
1722697,"Edwardsville, IL",25233
1753195,"Nora, IL",116
1709434,"Buffalo, IL",480
1736061,"Hoopeston, IL",5009
1712385,"Champaign, IL",88909
1746916,"Marion, IL",17520
1737179,"Ina, IL",2279
1735281,"Hindsboro, IL",296
1719798,"De Witt, IL",176
1718485,"Dana, IL",150
1700737,"Alhambra, IL",650
1721579,"East Brooklyn, IL",105
1750543,"Morrisonville, IL",998
1702635,"Astoria, IL",1036
1757303,"Palmer, IL",205
1769212,"Sheldon, IL",949
1728170,"Fults, IL",28
1778383,"Waggoner, IL",253
1712476,"Channahon, IL",13239
1742756,"Leland, IL",914
1772676,"Stickney, IL",6566
1708446,"Broadview, IL",7618
1739077,"Karnak, IL",434
1750283,"Montrose, IL",195
1766989,"St. Libory, IL",603
1744082,"Little York, IL",311
1704598,"Beecher City, IL",453
1779124,"Wataga, IL",786
1759000,"Peoria, IL",110417
1708576,"Brookfield, IL",18310
1711397,"Carrier Mills, IL",1552
1728807,"Gays, IL",254
1770161,"Sleepy Hollow, IL",3244
1706028,"Bingham, IL",80
1777707,"Verona, IL",206
1711124,"Capron, IL",1362
1718030,"Cullom, IL",522
1762211,"Pulaski, IL",175
1748073,"Media, IL",94
1750933,"Mount Erie, IL",83
1742860,"Lenzburg, IL",487
1752584,"New Lenox, IL",26926
1704585,"Beecher, IL",4427
1715599,"Collinsville, IL",24395
1724673,"Ewing, IL",296
1732499,"Hammond, IL",479
1705209,"Benld, IL",1422
1738986,"Kansas, IL",719
1701491,"Andover, IL",572
1721410,"Eagarville, IL",120
1710448,"Calhoun, IL",166
1756536,"Orient, IL",343
1738323,"Jeffersonville, IL",359
1718342,"Dakota, IL",468
1782088,"Wilmington, IL",132
1704117,"Batchtown, IL",198
1769563,"Shipman, IL",587
1764044,"Ridott, IL",151
1749698,"Mitchell, IL",NA
1718641,"Darmstadt, IL",NA
1701556,"Annapolis, IL",NA
1728950,"Georgetown, IL",NA
1712879,"Chemung, IL",NA
1700178,"Adair, IL",NA
1711033,"Cantrall, IL",133
1718745,"Dawson, IL",482
1730835,"Grandview, IL",1383
1752168,"New Berlin, IL",1333
1774860,"Thayer, IL",655
1724699,"Exeter, IL",60
1718225,"Cutler, IL",413
1766924,"St. Johns, IL",208
1714455,"Cisne, IL",660
1730250,"Golden Gate, IL",65
1700516,"Albany, IL",863
1719031,"Deer Grove, IL",45
1760209,"Pittsburg, IL",551
1711176,"Carbon Hill, IL",335
1771370,"South Wilmington, IL",644
1723503,"Ellis Grove, IL",348
1765221,"Rockwood, IL",41
1725960,"Fidelity, IL",112
1734865,"Highwood, IL",5224
1753559,"North Chicago, IL",29615
1714715,"Clay City, IL",911
1737621,"Iola, IL",136
1704715,"Belknap, IL",106
1700919,"Alma, IL",303
1758057,"Patoka, IL",547
1704156,"Bath, IL",308
1775757,"Topeka, IL",70
1765754,"Rose Hill, IL",81
1709356,"Buda, IL",501
1712970,"Cherry, IL",453
1746240,"Malden, IL",341
1740676,"La Fayette, IL",200
1762848,"Raritan, IL",122
1767912,"Saybrook, IL",668
1734423,"Hettick, IL",171
1750920,"Mount Clare, IL",263
1766196,"Royal Lakes, IL",185
1782218,"Wilsonville, IL",553
1743406,"Lily Lake, IL",1023
1712528,"Chapin, IL",478
1783336,"Woodson, IL",485
1724985,"Fairmount, IL",596
1762744,"Rankin, IL",513
1765845,"Roseville, IL",898
1757524,"Panola, IL",52
1768510,"Secor, IL",355
1723191,"Elizabethtown, IL",273
1709304,"Buckingham, IL",278
1734384,"Herscher, IL",1504
1773943,"Sun River Terrace, IL",496
1750777,"Mounds, IL",684
1735073,"Hillsdale, IL",505
1745174,"Ludlow, IL",356
1755470,"Okawville, IL",1360
1700867,"Allenville, IL",141
1745044,"Lovington, IL",1026
1708992,"Brownstown, IL",727
1762627,"Ramsey, IL",1011
1747449,"Mason, IL",336
1769797,"Shumway, IL",195
1748268,"Melvin, IL",410
1727858,"Freeman Spur, IL",279
1745642,"Macedonia, IL",63
1775159,"Thompsonville, IL",526
1724348,"Equality, IL",518
1723022,"Eldred, IL",186
1735203,"Hillview, IL",177
1708875,"Broughton, IL",186
1740832,"La Harpe, IL",1143
1780762,"West Point, IL",163
1704000,"Bartelso, IL",610
1754625,"Oakford, IL",276
1718498,"Danforth, IL",552
1757576,"Papineau, IL",149
1774847,"Thawville, IL",244
1783102,"Woodland, IL",297
1722164,"East Peoria, IL",22546
1704247,"Baylis, IL",196
1722957,"El Dara, IL",76
1736516,"Hull, IL",433
1751882,"Nebo, IL",328
1777187,"Valley City, IL",13
1754092,"North Pekin, IL",1545
1749178,"Mill Creek, IL",64
1726467,"Floraville, IL",NA
1777525,"Vergennes, IL",281
1757160,"Paderborn, IL",NA
1701140,"Altona, IL",497
1768198,"Sciota, IL",56
1779163,"Waterman, IL",1500
1710591,"Camargo, IL",447
1704897,"Bellflower, IL",344
1723555,"Ellsworth, IL",198
1777408,"Venedy, IL",133
1780957,"West York, IL",NA
1783245,"Woodridge, IL",33432
1709889,"Burnt Prairie, IL",48
1759520,"Phillipstown, IL",41
1755886,"Olivet, IL",NA
1718823,"Decatur, IL",70746
1730926,"Granite City, IL",28158
1745993,"Madison, IL",3758
1761067,"Pontoon Beach, IL",5641
1730757,"Grand Ridge, IL",525
1766443,"Rutland, IL",304
1775718,"Tonica, IL",715
1710906,"Campton Hills, IL",11091
1779449,"Waynesville, IL",410
1764174,"Ripley, IL",82
1751726,"Nason, IL",233
